id,title,description,release_year,age_certification,runtime,genres,production_country,seasons
19,"provident fugiat similique","Alias fuga ducimus. Modi nostrum veniam rerum occaecati. Natus facere maiores et amet.","2022","NC-17",176,["Hip Hop","World","Jazz"],"TF",7
20,"esse harum totam","Aut quis commodi molestias consectetur numquam sed omnis. Laborum hic optio praesentium ipsum culpa ut maxime veniam tempore. Culpa voluptatibus quam commodi eum eius mollitia.","2023","R21",238,["Funk","Funk","Metal"],"EE",2
21,"nam rem corporis","Adipisci architecto exercitationem ratione excepturi suscipit. Nobis aut corrupti ullam praesentium laboriosam impedit. Iure magni nesciunt inventore possimus ullam eum odit dolorum.","2023","TV-Y7",92,["Non Music","Pop","Blues"],"NG",7
22,"facilis illo cum","Voluptatem beatae ducimus iure sed. At illum vero. Praesentium hic nesciunt.","2023","12",166,["Electronic","Blues","Hip Hop"],"CI",6
23,"harum libero nihil","Laudantium debitis iste rem ducimus cumque. Consequuntur aspernatur aut sed perferendis. Sit quae in laudantium aut.","2023","R18+",188,["Stage And Screen","Rap","Reggae"],"GL",7
24,"maxime a aliquam","Ratione aut perferendis quibusdam nostrum quos. Quis quidem ipsam sapiente perspiciatis. Quia temporibus saepe ab nihil deserunt odio fugit.","2023","CA",144,["Country","Pop","Folk"],"AU",6
25,"voluptatum inventore repellendus","Error occaecati officia harum cumque. Officia sapiente atque recusandae neque esse. Modi sint deleniti repellat mollitia impedit odio error.","2022","R18+",203,["Rock","Stage And Screen","Hip Hop"],"SO",1
26,"sit assumenda dolor","Eveniet a doloribus autem voluptate magnam cum repudiandae deleniti. Fugit aspernatur rerum ea reiciendis iure consectetur pariatur iusto nesciunt. Voluptatibus a fugit.","2022","M/PG",112,["Reggae","Hip Hop","Soul"],"AU",9
27,"nostrum possimus veniam","Laudantium sit cum similique quis magnam blanditiis repudiandae. Atque alias quas excepturi ipsa omnis accusamus. Eos odio incidunt repellendus nesciunt voluptas neque ipsum voluptate tenetur.","2023","A",109,["Blues","Hip Hop","Soul"],"KE",8
28,"tempora sed ea","Ipsa ut sapiente eligendi deleniti velit praesentium nulla illo velit. Dolor totam ipsa itaque eum dolore. Consequatur eligendi illo laudantium impedit blanditiis ut dignissimos.","2023","TV-MA",266,["Funk","Country","Country"],"GQ",7
29,"eveniet voluptatibus perspiciatis","Inventore temporibus sint magni distinctio corrupti. Sapiente exercitationem quia quam delectus inventore quam similique quibusdam. Neque dolor minima officiis accusamus non adipisci quisquam.","2022","G",230,["Funk","Country","Electronic"],"AT",6
30,"quaerat deserunt quos","Beatae debitis hic quisquam aliquam. Facilis occaecati eveniet ex perferendis praesentium expedita velit excepturi. Aperiam alias dicta.","2023","PG",238,["Classical","Metal","World"],"BF",6
31,"consectetur dolorem hic","Aut maxime minus cum fugiat vero. Iusto animi id ut ipsam soluta eos dolor quas consequuntur. Ex repellat fugiat nostrum facilis suscipit.","2022","G",99,["Electronic","Reggae","Stage And Screen"],"SL",9
32,"nisi rem quam","Enim expedita cum necessitatibus corporis id. Vitae delectus eaque rerum quam. Suscipit laudantium minus modi.","2022","R16",255,["Latin","Hip Hop","Reggae"],"HM",2
33,"qui quos delectus","In amet ratione cumque facere quasi. Reprehenderit eaque corrupti earum repudiandae debitis unde assumenda. Quibusdam voluptatum corrupti asperiores excepturi dolorum sunt consectetur ipsum doloremque.","2023","MA15+",150,["Jazz","Classical","Blues"],"UG",1
34,"eius pariatur consectetur","Qui vel assumenda laudantium soluta. Architecto rerum aperiam doloribus eum incidunt nesciunt repellat rerum. Excepturi alias dolore nostrum numquam vero incidunt.","2023","E",199,["Jazz","Funk","Soul"],"ST",3
35,"repellendus omnis perferendis","Error molestiae adipisci eos nulla facilis voluptatibus. Debitis consequuntur facilis iste quas voluptates iste cupiditate. Esse sint quos autem ipsam a.","2022","TV-MA",97,["Blues","World","Jazz"],"TT",0
36,"delectus numquam nam","Numquam quo praesentium. Rem aliquam eos dolorum dolor ducimus earum aliquid. Adipisci fuga dolorem sit illo nihil saepe.","2023","EC",259,["Electronic","Non Music","Rock"],"MO",3
37,"sequi mollitia consectetur","Labore aliquam repellendus tenetur impedit facilis. Tempore sunt suscipit doloremque a. Animi minima minus neque ex ea tenetur aut incidunt.","2022","12A",188,["Jazz","Electronic","Pop"],"BD",5
38,"molestiae dolore est","Minima delectus eum neque debitis dolore aliquam incidunt repellat delectus. Ipsam ducimus consequatur recusandae quos ad sit pariatur id assumenda. Architecto quam quos.","2022","E10+",182,["Hip Hop","Jazz","Jazz"],"SS",9
39,"blanditiis voluptates exercitationem","Error iure sequi laudantium magni pariatur dignissimos fugiat. Maxime similique nisi eum. Ipsum unde enim et.","2023","EC",159,["Folk","Latin","Folk"],"BF",0
40,"eaque ad corrupti","Reprehenderit sequi similique in accusantium quos. Nam nemo quod odio dolore quos illum explicabo. Beatae aut aliquid rem quod.","2023","18R",262,["Rap","Soul","Rap"],"LS",9
41,"at soluta quis","Ratione dignissimos itaque quo voluptates expedita adipisci deserunt veritatis blanditiis. Minus recusandae architecto dignissimos ab. Sit provident voluptates tempora exercitationem.","2023","TV-MA",115,["Latin","Rap","Hip Hop"],"BI",2
42,"cupiditate illum dolorum","Adipisci quae quod ullam dolore accusantium quis facere et. Consectetur vitae quibusdam officia accusantium architecto magnam aliquid facere repudiandae. Assumenda voluptatem praesentium.","2022","T",269,["Stage And Screen","Electronic","World"],"MF",7
43,"saepe placeat recusandae","Voluptate voluptate suscipit voluptatum numquam sapiente dicta quo. Atque quis non a magnam impedit numquam libero praesentium dicta. Facere quia beatae.","2022","EC",115,["Hip Hop","Electronic","Funk"],"MW",2
44,"doloribus fugiat rerum","Nemo dignissimos in. Vel cumque dolor iusto numquam amet. Sit fugit eius voluptatem possimus.","2022","GP",228,["Pop","Funk","Stage And Screen"],"KZ",5
45,"facere odit necessitatibus","Architecto consequatur consequatur tenetur adipisci nobis at laboriosam consequuntur cumque. Alias dolores unde. Veritatis molestiae mollitia nostrum.","2022","15",98,["Rock","Hip Hop","Jazz"],"GI",9
46,"cupiditate illo facere","Perspiciatis dolores quasi sequi quibusdam. Provident architecto eos quae dolores nisi corporis animi similique accusamus. Est quia eligendi maiores sapiente blanditiis cumque excepturi eos.","2023","9",196,["Rock","Rap","Reggae"],"KE",8
47,"aliquid magni culpa","Sapiente fugit praesentium molestias cupiditate deserunt occaecati unde sequi. Perferendis facilis modi optio ipsum ex optio. Exercitationem ex sequi alias qui veniam.","2023","MA15+",221,["Metal","Pop","Hip Hop"],"TM",3
48,"ipsam aut doloribus","Provident commodi delectus assumenda ducimus nihil voluptate explicabo sint distinctio. A facere nam tempore amet. Iure molestias animi dolorem asperiores.","2022","12",262,["Funk","Funk","Rap"],"SE",6
49,"voluptatibus explicabo quo","Quasi aliquid vel quas quos doloremque voluptates ullam. Placeat earum voluptatibus alias nisi dicta laudantium amet pariatur. Veritatis laudantium dolorum totam consectetur dignissimos deserunt nemo ipsam optio.","2023","C",123,["Rock","Non Music","Folk"],"SS",8
50,"possimus explicabo nihil","Illo optio nesciunt illo cumque sint enim asperiores reiciendis. Animi earum velit quae natus ullam inventore. Ipsum voluptatem saepe expedita.","2022","TV-Y7",162,["Country","Electronic","Folk"],"ZM",5
51,"neque nobis nisi","Eveniet molestias ut atque minus hic vitae vitae iure ut. Quaerat esse quod ut excepturi autem illum architecto at. In itaque amet nihil vitae occaecati veniam fugiat doloremque.","2023","R",105,["Reggae","Rock","Funk"],"GN",1
52,"magnam fugiat quae","Ullam debitis reprehenderit ipsam vero. Nemo adipisci repudiandae ipsam cumque natus itaque. At autem pariatur sed mollitia a nobis.","2023","TV-G",218,["Non Music","Rap","Country"],"BZ",1
53,"possimus dignissimos quas","Magni iste cum impedit atque libero molestias iusto unde. Numquam assumenda enim. Iure consequuntur expedita commodi.","2022","PG-13",103,["Jazz","Metal","Rock"],"VG",8
54,"magnam voluptatem earum","Sint eligendi accusamus debitis esse ratione ducimus eveniet quia voluptas. Illo omnis quibusdam quos deleniti. Excepturi doloribus laborum amet quos assumenda assumenda ut cupiditate.","2023","PG",260,["World","Electronic","Latin"],"BF",3
55,"ab enim fugit","Quia sequi qui excepturi. Quia ea impedit odio optio voluptatem et natus sint ipsam. Excepturi numquam veritatis magnam est perspiciatis dolorum numquam placeat.","2023","18R",125,["Pop","Country","Rap"],"YE",9
56,"iste aliquid accusantium","Provident assumenda neque quia repudiandae aperiam quia cum. Libero cupiditate maiores accusantium beatae ipsum occaecati corporis aperiam iusto. Neque molestias voluptates minima autem molestiae repellendus.","2022","S",176,["Funk","World","Jazz"],"SG",3
57,"ea laboriosam vitae","Harum cum maxime voluptate minus totam. Consequatur dolores officia tempora perspiciatis repellendus sequi consequuntur dolorum. Nobis iste sunt atque.","2022","R16",148,["Blues","Funk","Non Music"],"FJ",3
58,"unde officia fugit","Aspernatur necessitatibus sequi corporis optio commodi blanditiis. Vitae veniam debitis nihil. Enim saepe illum nemo fuga alias labore vel ducimus adipisci.","2022","U",106,["Jazz","World","World"],"HR",7
59,"atque veniam praesentium","Assumenda perferendis neque id voluptatibus totam corporis. Nisi et est quidem eius quia nobis officiis fugit minus. Ipsum eligendi tempore.","2022","EC",256,["Classical","Stage And Screen","Metal"],"IQ",1
60,"autem voluptas quam","Ad eveniet cumque. Tenetur numquam voluptatum nulla veniam voluptas velit praesentium ut cum. Iure possimus ad eligendi est in atque quasi omnis cum.","2022","M/PG",267,["Stage And Screen","Classical","Latin"],"TJ",3
61,"in aspernatur incidunt","Voluptas eligendi nesciunt soluta at porro adipisci possimus itaque animi. Repellendus possimus illum. Provident dignissimos ipsum accusamus et occaecati nihil fugiat sit.","2022","X18",120,["Rap","Stage And Screen","Folk"],"IS",5
62,"nemo reiciendis expedita","Blanditiis minima sequi tenetur adipisci natus. Assumenda dolorum quos occaecati. Exercitationem culpa ipsa aut eveniet.","2022","MA15+",96,["Hip Hop","Hip Hop","Classical"],"RS",7
63,"occaecati officiis beatae","Doloribus magnam odio dicta tempora incidunt ullam. Quia aliquam aliquam vel quibusdam aliquam officia. Adipisci officiis placeat consequuntur voluptatem maxime doloribus minima.","2023","X18",149,["Country","Pop","Folk"],"LB",0
64,"earum rem itaque","Aliquid illo vitae maiores. Sed facilis temporibus facilis. Veniam praesentium iste beatae similique odit.","2022","PG-13",103,["Funk","Classical","Rap"],"SC",6
65,"voluptatum blanditiis repellendus","Consequuntur molestiae cumque voluptas odit ex dolor blanditiis. Iusto laboriosam autem ipsum nam sequi. Architecto cumque vero ad itaque nesciunt tenetur occaecati.","2023","U/A",111,["Blues","Reggae","Electronic"],"RU",4
66,"doloremque vero officia","Id sunt officia laboriosam quis. Cum pariatur necessitatibus iusto sunt quaerat. Facilis nobis iure dolores.","2023","12A",169,["Rock","Soul","World"],"BF",2
67,"ut magnam iste","Optio placeat ipsa. Voluptatum accusamus doloremque nobis cupiditate amet. Non perferendis tempore minima consectetur repellat voluptate consequatur quo quod.","2023","GP",146,["Pop","Electronic","Electronic"],"SR",8
68,"officiis eveniet modi","Porro ut animi expedita quasi. Deleniti repellat laudantium amet dolorum. Architecto laudantium consequatur repellat adipisci non deleniti.","2023","NC-17",130,["Soul","Non Music","Blues"],"MC",8
69,"adipisci maxime fugit","Architecto eaque molestias. Quis asperiores laborum eos minima. Ratione commodi dignissimos harum.","2023","U",238,["Hip Hop","Pop","Folk"],"BL",0
70,"maiores cumque accusantium","Dicta optio necessitatibus nesciunt deserunt. Ea totam iure saepe cupiditate deserunt nihil. Quidem ea numquam nostrum perferendis voluptatum dolore vitae nam.","2023","T",178,["Rap","Hip Hop","Stage And Screen"],"BQ",5
71,"cupiditate unde adipisci","Velit nihil commodi nesciunt voluptas magnam. Unde neque praesentium. Quam hic eius dolore esse officiis recusandae.","2023","NC-17",91,["Non Music","Soul","Jazz"],"IN",2
72,"nam ut esse","Labore aspernatur sint iure. Magni veniam totam quibusdam. Sed id sequi illo a placeat amet eaque explicabo.","2022","9",265,["Rap","Folk","Blues"],"IT",2
73,"eum libero odit","Officiis doloribus aut corporis. Molestiae autem perferendis commodi incidunt quo. Nostrum expedita voluptatibus ad minima reprehenderit assumenda suscipit.","2023","AL",107,["Rap","Metal","Metal"],"AL",3
74,"dolorum minima nostrum","Quis quos ducimus. Animi necessitatibus occaecati aut. Eaque delectus eveniet dolor iste magni ut tempora explicabo quis.","2023","18",196,["Pop","Pop","Reggae"],"FR",6
75,"facilis facere error","Qui modi incidunt. Nisi ullam quisquam tempora. Tempora est voluptates.","2022","U/A",198,["Funk","Folk","Country"],"MD",3
76,"quaerat perferendis illum","Deserunt hic harum laborum repellendus ut nam. Non cum voluptas praesentium repellendus accusamus dolorem. Molestias deleniti maxime sit tempora provident ad qui.","2022","AL",182,["Funk","Classical","Blues"],"AF",2
77,"commodi placeat distinctio","Vel doloribus aspernatur quidem in iste eligendi rem. Molestias dolore nobis nulla commodi facere id illum ut. Ullam ipsum voluptatibus ipsa natus debitis velit atque dolores.","2023","M",163,["Reggae","Soul","Metal"],"FI",9
78,"eum laboriosam maxime","Harum necessitatibus magnam. Id tenetur iusto tenetur earum expedita facilis. Placeat omnis itaque tempore tenetur temporibus aliquam.","2023","CA",229,["Stage And Screen","Classical","Latin"],"MK",3
79,"at similique ullam","Eius perspiciatis rem maiores officiis at. Modi nihil earum. Dicta necessitatibus reiciendis libero ducimus esse.","2022","TV-Y7",231,["Rap","Rock","Metal"],"VU",9
80,"sapiente vitae cumque","Dolorem odit cupiditate eius fugiat laudantium quos animi. A rerum in porro blanditiis dolor praesentium velit quia tempore. Blanditiis in aperiam nobis rem quisquam.","2022","PG",125,["Stage And Screen","Soul","Non Music"],"BR",3
81,"voluptatum perspiciatis magni","Reprehenderit a eveniet excepturi possimus iure provident quis beatae. Ex provident ut aspernatur corporis explicabo. A veritatis cumque vel tempora aut velit adipisci error voluptas.","2023","MA15+",240,["Electronic","Latin","Country"],"DE",7
82,"harum perspiciatis dicta","Eos aperiam vero fugit incidunt illo molestiae eaque voluptatibus aperiam. Iure est architecto quo eum. Ab totam dolor perferendis ipsam officia corrupti ratione illo nihil.","2022","TV-14",181,["Reggae","Non Music","Reggae"],"SM",5
83,"architecto quo vero","Eos voluptatum consequatur delectus. Laudantium eum eaque. Corrupti cupiditate facilis quibusdam.","2023","12",178,["Non Music","Non Music","Country"],"GD",0
84,"ut non voluptate","Repellat dolorum accusamus quaerat architecto adipisci cum assumenda assumenda. Accusantium quasi porro placeat ipsa numquam. Totam consectetur sint asperiores voluptatibus provident maiores.","2022","M/PG",98,["Funk","Metal","Folk"],"DZ",1
85,"alias accusamus magnam","Non impedit impedit asperiores cupiditate nulla quaerat quas delectus veritatis. Alias tenetur dolorum similique non. Harum cum corporis dolores suscipit dolores saepe iure atque.","2023","12",257,["Country","Non Music","Soul"],"SH",1
86,"qui reiciendis laudantium","Ratione tenetur vitae fuga dicta optio fugiat omnis eos suscipit. Animi at eaque cumque enim sed reiciendis magnam eos. Iste eius placeat delectus aliquam magnam exercitationem.","2023","U",115,["Folk","Non Music","Reggae"],"TN",3
87,"veniam sit laborum","Pariatur veritatis deserunt voluptatem vero. Quibusdam vitae aspernatur. Excepturi illum pariatur officiis.","2022","GP",134,["Rock","Funk","Rap"],"SA",1
88,"culpa et consectetur","Minus ab impedit quisquam nesciunt deserunt molestias exercitationem doloribus. Repellendus quae placeat non atque rerum nulla. Quae recusandae asperiores iure architecto ipsa.","2023","TV-Y7",210,["Electronic","Funk","Soul"],"IE",5
89,"quis inventore eaque","Eligendi tenetur accusamus. Distinctio optio occaecati quo fugiat commodi. Illo aliquam sapiente.","2023","X18",183,["Non Music","Non Music","Stage And Screen"],"RS",5
90,"minima adipisci laborum","Est accusantium molestias numquam beatae amet nisi atque. Eum omnis libero fuga deserunt quae fugiat. Explicabo sint blanditiis voluptas repudiandae.","2022","18",217,["Reggae","Latin","Funk"],"GE",0
91,"nesciunt doloremque cum","Illo ex optio mollitia similique eveniet voluptates unde. Provident nobis eveniet rem. Recusandae illum quidem ratione necessitatibus corrupti fugit quisquam sequi enim.","2022","9",219,["Country","Electronic","Blues"],"PR",0
92,"velit consectetur perferendis","Vitae corrupti odit nam in eaque occaecati amet labore. Aperiam ut reprehenderit ratione dolores rerum ullam. Ex reiciendis incidunt.","2023","R",209,["Classical","Reggae","Blues"],"LT",9
93,"est accusantium enim","Non beatae id exercitationem qui magnam quia. Quas cumque animi voluptate. Autem dolorum eaque dignissimos et repudiandae nam.","2023","TV-G",98,["Rap","Pop","Country"],"UG",2
94,"itaque ex illo","Perferendis officia illum consequuntur dolore nesciunt officia facilis. Officia eaque unde autem animi cupiditate architecto. Quos quibusdam placeat rem perferendis beatae quaerat perspiciatis.","2023","EC",175,["Hip Hop","Latin","Pop"],"TL",6
95,"vel cumque at","Similique enim commodi amet atque eveniet culpa eius quidem. Occaecati explicabo cum distinctio amet quasi dolores sint. Beatae magni mollitia harum id repudiandae officia necessitatibus.","2022","C",105,["Jazz","Pop","Jazz"],"GN",3
96,"rerum velit exercitationem","Labore dolorem animi eius voluptates quo possimus. Pariatur aut reiciendis totam ut expedita recusandae sint doloremque beatae. Nihil distinctio iure odio.","2023","M",257,["Rap","Soul","Jazz"],"NP",8
97,"maxime sapiente enim","Ullam odio tempora ipsam. Necessitatibus consequatur voluptas. Voluptate consectetur omnis impedit eaque rem asperiores.","2022","R",107,["Non Music","Jazz","Rock"],"GT",1
98,"non veniam explicabo","Tempora adipisci velit distinctio consequatur molestias assumenda dolorum sunt sequi. Dolorem quis alias doloremque expedita suscipit numquam voluptate. Atque illo qui aliquid omnis eum facere mollitia.","2022","U",105,["Reggae","Pop","Non Music"],"CA",3
99,"neque amet dicta","Iusto quidem occaecati laudantium. Velit aliquid numquam ad. Libero modi rerum incidunt quia excepturi laudantium cumque iusto cumque.","2022","X18",139,["Latin","Electronic","Folk"],"VI",5
100,"voluptatem fugiat non","Error sunt reiciendis iure. Illo eaque at commodi eius reiciendis. Natus repellendus saepe atque magni libero ut adipisci mollitia.","2022","CA",265,["Funk","Rap","Funk"],"SV",9
